run_id,seed,dilemma_type,network_type,N,avg_degree,T,alpha,theta,beta,beneficiary_rule,init_frac_coop,converged,iters_to_conv,final_frac_coop
harmony_HRG_T1.20_a0.50_s0,0,harmony,HRG,1000,3.998,1.2,0.5,1.0,1.0,random,0.5,False,10000,0.719
harmony_HRG_T1.20_a0.50_s0,0,harmony,HRG,1000,3.998,1.2,0.5,1.0,1.0,nearest,0.5,False,10000,0.698
harmony_HRG_T1.20_a0.50_s1,1,harmony,HRG,1000,3.998,1.2,0.5,1.0,1.0,random,0.5,False,10000,0.701
harmony_HRG_T1.20_a0.50_s1,1,harmony,HRG,1000,3.998,1.2,0.5,1.0,1.0,nearest,0.5,False,10000,0.751
harmony_HRG_T1.20_a0.50_s2,2,harmony,HRG,1000,4.0,1.2,0.5,1.0,1.0,random,0.5,False,10000,0.715
harmony_HRG_T1.20_a0.50_s2,2,harmony,HRG,1000,4.0,1.2,0.5,1.0,1.0,nearest,0.5,False,10000,0.76
harmony_HRG_T1.20_a0.50_s3,3,harmony,HRG,1000,4.0,1.2,0.5,1.0,1.0,random,0.5,False,10000,0.586
harmony_HRG_T1.20_a0.50_s3,3,harmony,HRG,1000,4.0,1.2,0.5,1.0,1.0,nearest,0.5,False,10000,0.719
harmony_HRG_T1.20_a0.50_s4,4,harmony,HRG,1000,3.998,1.2,0.5,1.0,1.0,random,0.5,False,10000,0.672
harmony_HRG_T1.20_a0.50_s4,4,harmony,HRG,1000,3.998,1.2,0.5,1.0,1.0,nearest,0.5,False,10000,0.728
harmony_HRG_T1.20_a0.70_s0,0,harmony,HRG,1000,3.998,1.2,0.7,1.0,1.0,random,0.5,False,10000,0.648
harmony_HRG_T1.20_a0.70_s0,0,harmony,HRG,1000,3.998,1.2,0.7,1.0,1.0,nearest,0.5,False,10000,0.682
harmony_HRG_T1.20_a0.70_s1,1,harmony,HRG,1000,3.998,1.2,0.7,1.0,1.0,random,0.5,False,10000,0.655
harmony_HRG_T1.20_a0.70_s1,1,harmony,HRG,1000,3.998,1.2,0.7,1.0,1.0,nearest,0.5,False,10000,0.703
harmony_HRG_T1.20_a0.70_s2,2,harmony,HRG,1000,4.0,1.2,0.7,1.0,1.0,random,0.5,False,10000,0.593
harmony_HRG_T1.20_a0.70_s2,2,harmony,HRG,1000,4.0,1.2,0.7,1.0,1.0,nearest,0.5,False,10000,0.697
harmony_HRG_T1.20_a0.70_s3,3,harmony,HRG,1000,4.0,1.2,0.7,1.0,1.0,random,0.5,False,10000,0.561
harmony_HRG_T1.20_a0.70_s3,3,harmony,HRG,1000,4.0,1.2,0.7,1.0,1.0,nearest,0.5,False,10000,0.655
harmony_HRG_T1.20_a0.70_s4,4,harmony,HRG,1000,3.998,1.2,0.7,1.0,1.0,random,0.5,False,10000,0.635
harmony_HRG_T1.20_a0.70_s4,4,harmony,HRG,1000,3.998,1.2,0.7,1.0,1.0,nearest,0.5,False,10000,0.704
harmony_HRG_T1.20_a0.90_s0,0,harmony,HRG,1000,3.998,1.2,0.9,1.0,1.0,random,0.5,False,10000,0.591
harmony_HRG_T1.20_a0.90_s0,0,harmony,HRG,1000,3.998,1.2,0.9,1.0,1.0,nearest,0.5,False,10000,0.607
harmony_HRG_T1.20_a0.90_s1,1,harmony,HRG,1000,3.998,1.2,0.9,1.0,1.0,random,0.5,False,10000,0.624
harmony_HRG_T1.20_a0.90_s1,1,harmony,HRG,1000,3.998,1.2,0.9,1.0,1.0,nearest,0.5,False,10000,0.659
harmony_HRG_T1.20_a0.90_s2,2,harmony,HRG,1000,4.0,1.2,0.9,1.0,1.0,random,0.5,False,10000,0.561
harmony_HRG_T1.20_a0.90_s2,2,harmony,HRG,1000,4.0,1.2,0.9,1.0,1.0,nearest,0.5,False,10000,0.657
harmony_HRG_T1.20_a0.90_s3,3,harmony,HRG,1000,4.0,1.2,0.9,1.0,1.0,random,0.5,False,10000,0.505
harmony_HRG_T1.20_a0.90_s3,3,harmony,HRG,1000,4.0,1.2,0.9,1.0,1.0,nearest,0.5,False,10000,0.606
harmony_HRG_T1.20_a0.90_s4,4,harmony,HRG,1000,3.998,1.2,0.9,1.0,1.0,random,0.5,False,10000,0.543
harmony_HRG_T1.20_a0.90_s4,4,harmony,HRG,1000,3.998,1.2,0.9,1.0,1.0,nearest,0.5,False,10000,0.665
harmony_HRG_T1.30_a0.00_s0,0,harmony,HRG,1000,3.998,1.3,0.0,1.0,1.0,random,0.5,False,10000,0.922
harmony_HRG_T1.30_a0.00_s0,0,harmony,HRG,1000,3.998,1.3,0.0,1.0,1.0,nearest,0.5,False,10000,0.877
harmony_HRG_T1.30_a0.00_s1,1,harmony,HRG,1000,3.998,1.3,0.0,1.0,1.0,random,0.5,False,10000,0.866
harmony_HRG_T1.30_a0.00_s1,1,harmony,HRG,1000,3.998,1.3,0.0,1.0,1.0,nearest,0.5,False,10000,0.894
harmony_HRG_T1.30_a0.00_s2,2,harmony,HRG,1000,4.0,1.3,0.0,1.0,1.0,random,0.5,False,10000,0.892
harmony_HRG_T1.30_a0.00_s2,2,harmony,HRG,1000,4.0,1.3,0.0,1.0,1.0,nearest,0.5,False,10000,0.895
harmony_HRG_T1.30_a0.00_s3,3,harmony,HRG,1000,4.0,1.3,0.0,1.0,1.0,random,0.5,False,10000,0.892
harmony_HRG_T1.30_a0.00_s3,3,harmony,HRG,1000,4.0,1.3,0.0,1.0,1.0,nearest,0.5,False,10000,0.904
harmony_HRG_T1.30_a0.00_s4,4,harmony,HRG,1000,3.998,1.3,0.0,1.0,1.0,random,0.5,False,10000,0.908
harmony_HRG_T1.30_a0.00_s4,4,harmony,HRG,1000,3.998,1.3,0.0,1.0,1.0,nearest,0.5,False,10000,0.869
harmony_HRG_T1.30_a0.30_s0,0,harmony,HRG,1000,3.998,1.3,0.3,1.0,1.0,random,0.5,False,10000,0.865
harmony_HRG_T1.30_a0.30_s0,0,harmony,HRG,1000,3.998,1.3,0.3,1.0,1.0,nearest,0.5,False,10000,0.839
harmony_HRG_T1.30_a0.30_s1,1,harmony,HRG,1000,3.998,1.3,0.3,1.0,1.0,random,0.5,False,10000,0.83
harmony_HRG_T1.30_a0.30_s1,1,harmony,HRG,1000,3.998,1.3,0.3,1.0,1.0,nearest,0.5,False,10000,0.878
harmony_HRG_T1.30_a0.30_s2,2,harmony,HRG,1000,4.0,1.3,0.3,1.0,1.0,random,0.5,False,10000,0.868
harmony_HRG_T1.30_a0.30_s2,2,harmony,HRG,1000,4.0,1.3,0.3,1.0,1.0,nearest,0.5,False,10000,0.849
harmony_HRG_T1.30_a0.30_s3,3,harmony,HRG,1000,4.0,1.3,0.3,1.0,1.0,random,0.5,False,10000,0.832
harmony_HRG_T1.30_a0.30_s3,3,harmony,HRG,1000,4.0,1.3,0.3,1.0,1.0,nearest,0.5,False,10000,0.855
harmony_HRG_T1.30_a0.30_s4,4,harmony,HRG,1000,3.998,1.3,0.3,1.0,1.0,random,0.5,False,10000,0.861
harmony_HRG_T1.30_a0.30_s4,4,harmony,HRG,1000,3.998,1.3,0.3,1.0,1.0,nearest,0.5,False,10000,0.834
harmony_HRG_T1.30_a0.50_s0,0,harmony,HRG,1000,3.998,1.3,0.5,1.0,1.0,random,0.5,False,10000,0.79
harmony_HRG_T1.30_a0.50_s0,0,harmony,HRG,1000,3.998,1.3,0.5,1.0,1.0,nearest,0.5,False,10000,0.804
harmony_HRG_T1.30_a0.50_s1,1,harmony,HRG,1000,3.998,1.3,0.5,1.0,1.0,random,0.5,False,10000,0.769
harmony_HRG_T1.30_a0.50_s1,1,harmony,HRG,1000,3.998,1.3,0.5,1.0,1.0,nearest,0.5,False,10000,0.827
harmony_HRG_T1.30_a0.50_s2,2,harmony,HRG,1000,4.0,1.3,0.5,1.0,1.0,random,0.5,False,10000,0.783
harmony_HRG_T1.30_a0.50_s2,2,harmony,HRG,1000,4.0,1.3,0.5,1.0,1.0,nearest,0.5,False,10000,0.81
harmony_HRG_T1.30_a0.50_s3,3,harmony,HRG,1000,4.0,1.3,0.5,1.0,1.0,random,0.5,False,10000,0.728
harmony_HRG_T1.30_a0.50_s3,3,harmony,HRG,1000,4.0,1.3,0.5,1.0,1.0,nearest,0.5,False,10000,0.809
harmony_HRG_T1.30_a0.50_s4,4,harmony,HRG,1000,3.998,1.3,0.5,1.0,1.0,random,0.5,False,10000,0.794
harmony_HRG_T1.30_a0.50_s4,4,harmony,HRG,1000,3.998,1.3,0.5,1.0,1.0,nearest,0.5,False,10000,0.802
harmony_HRG_T1.30_a0.70_s0,0,harmony,HRG,1000,3.998,1.3,0.7,1.0,1.0,random,0.5,False,10000,0.68
harmony_HRG_T1.30_a0.70_s0,0,harmony,HRG,1000,3.998,1.3,0.7,1.0,1.0,nearest,0.5,False,10000,0.745
harmony_HRG_T1.30_a0.70_s1,1,harmony,HRG,1000,3.998,1.3,0.7,1.0,1.0,random,0.5,False,10000,0.727
harmony_HRG_T1.30_a0.70_s1,1,harmony,HRG,1000,3.998,1.3,0.7,1.0,1.0,nearest,0.5,False,10000,0.791
harmony_HRG_T1.30_a0.70_s2,2,harmony,HRG,1000,4.0,1.3,0.7,1.0,1.0,random,0.5,False,10000,0.699
harmony_HRG_T1.30_a0.70_s2,2,harmony,HRG,1000,4.0,1.3,0.7,1.0,1.0,nearest,0.5,False,10000,0.776
harmony_HRG_T1.30_a0.70_s3,3,harmony,HRG,1000,4.0,1.3,0.7,1.0,1.0,random,0.5,False,10000,0.62
harmony_HRG_T1.30_a0.70_s3,3,harmony,HRG,1000,4.0,1.3,0.7,1.0,1.0,nearest,0.5,False,10000,0.751
harmony_HRG_T1.30_a0.70_s4,4,harmony,HRG,1000,3.998,1.3,0.7,1.0,1.0,random,0.5,False,10000,0.679
harmony_HRG_T1.30_a0.70_s4,4,harmony,HRG,1000,3.998,1.3,0.7,1.0,1.0,nearest,0.5,False,10000,0.753
harmony_HRG_T1.30_a0.90_s0,0,harmony,HRG,1000,3.998,1.3,0.9,1.0,1.0,random,0.5,False,10000,0.596
harmony_HRG_T1.30_a0.90_s0,0,harmony,HRG,1000,3.998,1.3,0.9,1.0,1.0,nearest,0.5,False,10000,0.633
harmony_HRG_T1.30_a0.90_s1,1,harmony,HRG,1000,3.998,1.3,0.9,1.0,1.0,random,0.5,False,10000,0.651
harmony_HRG_T1.30_a0.90_s1,1,harmony,HRG,1000,3.998,1.3,0.9,1.0,1.0,nearest,0.5,False,10000,0.675
harmony_HRG_T1.30_a0.90_s2,2,harmony,HRG,1000,4.0,1.3,0.9,1.0,1.0,random,0.5,False,10000,0.565
harmony_HRG_T1.30_a0.90_s2,2,harmony,HRG,1000,4.0,1.3,0.9,1.0,1.0,nearest,0.5,False,10000,0.686
harmony_HRG_T1.30_a0.90_s3,3,harmony,HRG,1000,4.0,1.3,0.9,1.0,1.0,random,0.5,False,10000,0.508
harmony_HRG_T1.30_a0.90_s3,3,harmony,HRG,1000,4.0,1.3,0.9,1.0,1.0,nearest,0.5,False,10000,0.635
harmony_HRG_T1.30_a0.90_s4,4,harmony,HRG,1000,3.998,1.3,0.9,1.0,1.0,random,0.5,False,10000,0.602
harmony_HRG_T1.30_a0.90_s4,4,harmony,HRG,1000,3.998,1.3,0.9,1.0,1.0,nearest,0.5,False,10000,0.695
harmony_HRG_T1.40_a0.00_s0,0,harmony,HRG,1000,3.998,1.4,0.0,1.0,1.0,random,0.5,False,10000,0.971
harmony_HRG_T1.40_a0.00_s0,0,harmony,HRG,1000,3.998,1.4,0.0,1.0,1.0,nearest,0.5,False,10000,0.944
harmony_HRG_T1.40_a0.00_s1,1,harmony,HRG,1000,3.998,1.4,0.0,1.0,1.0,random,0.5,False,10000,0.95
harmony_HRG_T1.40_a0.00_s1,1,harmony,HRG,1000,3.998,1.4,0.0,1.0,1.0,nearest,0.5,False,10000,0.948
harmony_HRG_T1.40_a0.00_s2,2,harmony,HRG,1000,4.0,1.4,0.0,1.0,1.0,random,0.5,False,10000,0.952
harmony_HRG_T1.40_a0.00_s2,2,harmony,HRG,1000,4.0,1.4,0.0,1.0,1.0,nearest,0.5,False,10000,0.952
harmony_HRG_T1.40_a0.00_s3,3,harmony,HRG,1000,4.0,1.4,0.0,1.0,1.0,random,0.5,False,10000,0.933
harmony_HRG_T1.40_a0.00_s3,3,harmony,HRG,1000,4.0,1.4,0.0,1.0,1.0,nearest,0.5,False,10000,0.949
harmony_HRG_T1.40_a0.00_s4,4,harmony,HRG,1000,3.998,1.4,0.0,1.0,1.0,random,0.5,False,10000,0.946
harmony_HRG_T1.40_a0.00_s4,4,harmony,HRG,1000,3.998,1.4,0.0,1.0,1.0,nearest,0.5,False,10000,0.941
harmony_HRG_T1.40_a0.30_s0,0,harmony,HRG,1000,3.998,1.4,0.3,1.0,1.0,random,0.5,False,10000,0.911
harmony_HRG_T1.40_a0.30_s0,0,harmony,HRG,1000,3.998,1.4,0.3,1.0,1.0,nearest,0.5,False,10000,0.917
harmony_HRG_T1.40_a0.30_s1,1,harmony,HRG,1000,3.998,1.4,0.3,1.0,1.0,random,0.5,False,10000,0.933
harmony_HRG_T1.40_a0.30_s1,1,harmony,HRG,1000,3.998,1.4,0.3,1.0,1.0,nearest,0.5,False,10000,0.918
harmony_HRG_T1.40_a0.30_s2,2,harmony,HRG,1000,4.0,1.4,0.3,1.0,1.0,random,0.5,False,10000,0.906
harmony_HRG_T1.40_a0.30_s2,2,harmony,HRG,1000,4.0,1.4,0.3,1.0,1.0,nearest,0.5,False,10000,0.93
harmony_HRG_T1.40_a0.30_s3,3,harmony,HRG,1000,4.0,1.4,0.3,1.0,1.0,random,0.5,False,10000,0.9
harmony_HRG_T1.40_a0.30_s3,3,harmony,HRG,1000,4.0,1.4,0.3,1.0,1.0,nearest,0.5,False,10000,0.923
harmony_HRG_T1.40_a0.30_s4,4,harmony,HRG,1000,3.998,1.4,0.3,1.0,1.0,random,0.5,False,10000,0.919
harmony_HRG_T1.40_a0.30_s4,4,harmony,HRG,1000,3.998,1.4,0.3,1.0,1.0,nearest,0.5,False,10000,0.904
harmony_HRG_T1.40_a0.50_s0,0,harmony,HRG,1000,3.998,1.4,0.5,1.0,1.0,random,0.5,False,10000,0.815
harmony_HRG_T1.40_a0.50_s0,0,harmony,HRG,1000,3.998,1.4,0.5,1.0,1.0,nearest,0.5,False,10000,0.871
harmony_HRG_T1.40_a0.50_s1,1,harmony,HRG,1000,3.998,1.4,0.5,1.0,1.0,random,0.5,False,10000,0.832
harmony_HRG_T1.40_a0.50_s1,1,harmony,HRG,1000,3.998,1.4,0.5,1.0,1.0,nearest,0.5,False,10000,0.89
harmony_HRG_T1.40_a0.50_s2,2,harmony,HRG,1000,4.0,1.4,0.5,1.0,1.0,random,0.5,False,10000,0.857
harmony_HRG_T1.40_a0.50_s2,2,harmony,HRG,1000,4.0,1.4,0.5,1.0,1.0,nearest,0.5,False,10000,0.87
harmony_HRG_T1.40_a0.50_s3,3,harmony,HRG,1000,4.0,1.4,0.5,1.0,1.0,random,0.5,False,10000,0.78
harmony_HRG_T1.40_a0.50_s3,3,harmony,HRG,1000,4.0,1.4,0.5,1.0,1.0,nearest,0.5,False,10000,0.867
harmony_HRG_T1.40_a0.50_s4,4,harmony,HRG,1000,3.998,1.4,0.5,1.0,1.0,random,0.5,False,10000,0.827
harmony_HRG_T1.40_a0.50_s4,4,harmony,HRG,1000,3.998,1.4,0.5,1.0,1.0,nearest,0.5,False,10000,0.881
harmony_HRG_T1.40_a0.70_s0,0,harmony,HRG,1000,3.998,1.4,0.7,1.0,1.0,random,0.5,False,10000,0.739
harmony_HRG_T1.40_a0.70_s0,0,harmony,HRG,1000,3.998,1.4,0.7,1.0,1.0,nearest,0.5,False,10000,0.8
harmony_HRG_T1.40_a0.70_s1,1,harmony,HRG,1000,3.998,1.4,0.7,1.0,1.0,random,0.5,False,10000,0.763
harmony_HRG_T1.40_a0.70_s1,1,harmony,HRG,1000,3.998,1.4,0.7,1.0,1.0,nearest,0.5,False,10000,0.842
harmony_HRG_T1.40_a0.70_s2,2,harmony,HRG,1000,4.0,1.4,0.7,1.0,1.0,random,0.5,False,10000,0.744
harmony_HRG_T1.40_a0.70_s2,2,harmony,HRG,1000,4.0,1.4,0.7,1.0,1.0,nearest,0.5,False,10000,0.805
harmony_HRG_T1.40_a0.70_s3,3,harmony,HRG,1000,4.0,1.4,0.7,1.0,1.0,random,0.5,False,10000,0.661
harmony_HRG_T1.40_a0.70_s3,3,harmony,HRG,1000,4.0,1.4,0.7,1.0,1.0,nearest,0.5,False,10000,0.8
harmony_HRG_T1.40_a0.70_s4,4,harmony,HRG,1000,3.998,1.4,0.7,1.0,1.0,random,0.5,False,10000,0.676
harmony_HRG_T1.40_a0.70_s4,4,harmony,HRG,1000,3.998,1.4,0.7,1.0,1.0,nearest,0.5,False,10000,0.815
harmony_HRG_T1.40_a0.90_s0,0,harmony,HRG,1000,3.998,1.4,0.9,1.0,1.0,random,0.5,False,10000,0.565
harmony_HRG_T1.40_a0.90_s0,0,harmony,HRG,1000,3.998,1.4,0.9,1.0,1.0,nearest,0.5,False,10000,0.688
harmony_HRG_T1.40_a0.90_s1,1,harmony,HRG,1000,3.998,1.4,0.9,1.0,1.0,random,0.5,False,10000,0.663
harmony_HRG_T1.40_a0.90_s1,1,harmony,HRG,1000,3.998,1.4,0.9,1.0,1.0,nearest,0.5,False,10000,0.72
harmony_HRG_T1.40_a0.90_s2,2,harmony,HRG,1000,4.0,1.4,0.9,1.0,1.0,random,0.5,False,10000,0.594
harmony_HRG_T1.40_a0.90_s2,2,harmony,HRG,1000,4.0,1.4,0.9,1.0,1.0,nearest,0.5,False,10000,0.696
harmony_HRG_T1.40_a0.90_s3,3,harmony,HRG,1000,4.0,1.4,0.9,1.0,1.0,random,0.5,False,10000,0.537
harmony_HRG_T1.40_a0.90_s3,3,harmony,HRG,1000,4.0,1.4,0.9,1.0,1.0,nearest,0.5,False,10000,0.668
harmony_HRG_T1.40_a0.90_s4,4,harmony,HRG,1000,3.998,1.4,0.9,1.0,1.0,random,0.5,False,10000,0.625
harmony_HRG_T1.40_a0.90_s4,4,harmony,HRG,1000,3.998,1.4,0.9,1.0,1.0,nearest,0.5,False,10000,0.719
harmony_HRG_T1.50_a0.00_s0,0,harmony,HRG,1000,3.998,1.5,0.0,1.0,1.0,random,0.5,False,10000,0.972
harmony_HRG_T1.50_a0.00_s0,0,harmony,HRG,1000,3.998,1.5,0.0,1.0,1.0,nearest,0.5,False,10000,0.967
harmony_HRG_T1.50_a0.00_s1,1,harmony,HRG,1000,3.998,1.5,0.0,1.0,1.0,random,0.5,False,10000,0.973
harmony_HRG_T1.50_a0.00_s1,1,harmony,HRG,1000,3.998,1.5,0.0,1.0,1.0,nearest,0.5,False,10000,0.981
harmony_HRG_T1.50_a0.00_s2,2,harmony,HRG,1000,4.0,1.5,0.0,1.0,1.0,random,0.5,False,10000,0.973
harmony_HRG_T1.50_a0.00_s2,2,harmony,HRG,1000,4.0,1.5,0.0,1.0,1.0,nearest,0.5,False,10000,0.97
harmony_HRG_T1.50_a0.00_s3,3,harmony,HRG,1000,4.0,1.5,0.0,1.0,1.0,random,0.5,False,10000,0.97
harmony_HRG_T1.50_a0.00_s3,3,harmony,HRG,1000,4.0,1.5,0.0,1.0,1.0,nearest,0.5,False,10000,0.965
harmony_HRG_T1.50_a0.00_s4,4,harmony,HRG,1000,3.998,1.5,0.0,1.0,1.0,random,0.5,False,10000,0.979
harmony_HRG_T1.50_a0.00_s4,4,harmony,HRG,1000,3.998,1.5,0.0,1.0,1.0,nearest,0.5,False,10000,0.97
harmony_HRG_T1.50_a0.30_s0,0,harmony,HRG,1000,3.998,1.5,0.3,1.0,1.0,random,0.5,False,10000,0.933
harmony_HRG_T1.50_a0.30_s0,0,harmony,HRG,1000,3.998,1.5,0.3,1.0,1.0,nearest,0.5,False,10000,0.946
harmony_HRG_T1.50_a0.30_s1,1,harmony,HRG,1000,3.998,1.5,0.3,1.0,1.0,random,0.5,False,10000,0.947
harmony_HRG_T1.50_a0.30_s1,1,harmony,HRG,1000,3.998,1.5,0.3,1.0,1.0,nearest,0.5,False,10000,0.953
harmony_HRG_T1.50_a0.30_s2,2,harmony,HRG,1000,4.0,1.5,0.3,1.0,1.0,random,0.5,False,10000,0.939
harmony_HRG_T1.50_a0.30_s2,2,harmony,HRG,1000,4.0,1.5,0.3,1.0,1.0,nearest,0.5,False,10000,0.948
harmony_HRG_T1.50_a0.30_s3,3,harmony,HRG,1000,4.0,1.5,0.3,1.0,1.0,random,0.5,False,10000,0.942
harmony_HRG_T1.50_a0.30_s3,3,harmony,HRG,1000,4.0,1.5,0.3,1.0,1.0,nearest,0.5,False,10000,0.944
harmony_HRG_T1.50_a0.30_s4,4,harmony,HRG,1000,3.998,1.5,0.3,1.0,1.0,random,0.5,False,10000,0.95
harmony_HRG_T1.50_a0.30_s4,4,harmony,HRG,1000,3.998,1.5,0.3,1.0,1.0,nearest,0.5,False,10000,0.936
harmony_HRG_T1.50_a0.50_s0,0,harmony,HRG,1000,3.998,1.5,0.5,1.0,1.0,random,0.5,False,10000,0.892
harmony_HRG_T1.50_a0.50_s0,0,harmony,HRG,1000,3.998,1.5,0.5,1.0,1.0,nearest,0.5,False,10000,0.909
harmony_HRG_T1.50_a0.50_s1,1,harmony,HRG,1000,3.998,1.5,0.5,1.0,1.0,random,0.5,False,10000,0.907
harmony_HRG_T1.50_a0.50_s1,1,harmony,HRG,1000,3.998,1.5,0.5,1.0,1.0,nearest,0.5,False,10000,0.927
harmony_HRG_T1.50_a0.50_s2,2,harmony,HRG,1000,4.0,1.5,0.5,1.0,1.0,random,0.5,False,10000,0.862
harmony_HRG_T1.50_a0.50_s2,2,harmony,HRG,1000,4.0,1.5,0.5,1.0,1.0,nearest,0.5,False,10000,0.912
harmony_HRG_T1.50_a0.50_s3,3,harmony,HRG,1000,4.0,1.5,0.5,1.0,1.0,random,0.5,False,10000,0.872
harmony_HRG_T1.50_a0.50_s3,3,harmony,HRG,1000,4.0,1.5,0.5,1.0,1.0,nearest,0.5,False,10000,0.92
harmony_HRG_T1.50_a0.50_s4,4,harmony,HRG,1000,3.998,1.5,0.5,1.0,1.0,random,0.5,False,10000,0.862
harmony_HRG_T1.50_a0.50_s4,4,harmony,HRG,1000,3.998,1.5,0.5,1.0,1.0,nearest,0.5,False,10000,0.924
harmony_HRG_T1.50_a0.70_s0,0,harmony,HRG,1000,3.998,1.5,0.7,1.0,1.0,random,0.5,False,10000,0.736
harmony_HRG_T1.50_a0.70_s0,0,harmony,HRG,1000,3.998,1.5,0.7,1.0,1.0,nearest,0.5,False,10000,0.845
harmony_HRG_T1.50_a0.70_s1,1,harmony,HRG,1000,3.998,1.5,0.7,1.0,1.0,random,0.5,False,10000,0.738
harmony_HRG_T1.50_a0.70_s1,1,harmony,HRG,1000,3.998,1.5,0.7,1.0,1.0,nearest,0.5,False,10000,0.852
harmony_HRG_T1.50_a0.70_s2,2,harmony,HRG,1000,4.0,1.5,0.7,1.0,1.0,random,0.5,False,10000,0.806
harmony_HRG_T1.50_a0.70_s2,2,harmony,HRG,1000,4.0,1.5,0.7,1.0,1.0,nearest,0.5,False,10000,0.837
harmony_HRG_T1.50_a0.70_s3,3,harmony,HRG,1000,4.0,1.5,0.7,1.0,1.0,random,0.5,False,10000,0.737
harmony_HRG_T1.50_a0.70_s3,3,harmony,HRG,1000,4.0,1.5,0.7,1.0,1.0,nearest,0.5,False,10000,0.843
harmony_HRG_T1.50_a0.70_s4,4,harmony,HRG,1000,3.998,1.5,0.7,1.0,1.0,random,0.5,False,10000,0.733
harmony_HRG_T1.50_a0.70_s4,4,harmony,HRG,1000,3.998,1.5,0.7,1.0,1.0,nearest,0.5,False,10000,0.869
harmony_HRG_T1.50_a0.90_s0,0,harmony,HRG,1000,3.998,1.5,0.9,1.0,1.0,random,0.5,False,10000,0.643
harmony_HRG_T1.50_a0.90_s0,0,harmony,HRG,1000,3.998,1.5,0.9,1.0,1.0,nearest,0.5,False,10000,0.735
harmony_HRG_T1.50_a0.90_s1,1,harmony,HRG,1000,3.998,1.5,0.9,1.0,1.0,random,0.5,False,10000,0.591
harmony_HRG_T1.50_a0.90_s1,1,harmony,HRG,1000,3.998,1.5,0.9,1.0,1.0,nearest,0.5,False,10000,0.742
harmony_HRG_T1.50_a0.90_s2,2,harmony,HRG,1000,4.0,1.5,0.9,1.0,1.0,random,0.5,False,10000,0.584
harmony_HRG_T1.50_a0.90_s2,2,harmony,HRG,1000,4.0,1.5,0.9,1.0,1.0,nearest,0.5,False,10000,0.697
harmony_HRG_T1.50_a0.90_s3,3,harmony,HRG,1000,4.0,1.5,0.9,1.0,1.0,random,0.5,False,10000,0.566
harmony_HRG_T1.50_a0.90_s3,3,harmony,HRG,1000,4.0,1.5,0.9,1.0,1.0,nearest,0.5,False,10000,0.701
harmony_HRG_T1.50_a0.90_s4,4,harmony,HRG,1000,3.998,1.5,0.9,1.0,1.0,random,0.5,False,10000,0.566
harmony_HRG_T1.50_a0.90_s4,4,harmony,HRG,1000,3.998,1.5,0.9,1.0,1.0,nearest,0.5,False,10000,0.737
harmony_PAG_T1.10_a0.00_s0,0,harmony,PAG,1000,3.994,1.1,0.0,1.0,1.0,random,0.5,False,10000,0.713
harmony_PAG_T1.10_a0.00_s0,0,harmony,PAG,1000,3.994,1.1,0.0,1.0,1.0,nearest,0.5,False,10000,0.705
harmony_PAG_T1.10_a0.00_s1,1,harmony,PAG,1000,3.994,1.1,0.0,1.0,1.0,random,0.5,False,10000,0.777
harmony_PAG_T1.10_a0.00_s1,1,harmony,PAG,1000,3.994,1.1,0.0,1.0,1.0,nearest,0.5,False,10000,0.791
harmony_PAG_T1.10_a0.00_s2,2,harmony,PAG,1000,3.994,1.1,0.0,1.0,1.0,random,0.5,False,10000,0.695
harmony_PAG_T1.10_a0.00_s2,2,harmony,PAG,1000,3.994,1.1,0.0,1.0,1.0,nearest,0.5,False,10000,0.728
harmony_PAG_T1.10_a0.00_s3,3,harmony,PAG,1000,3.994,1.1,0.0,1.0,1.0,random,0.5,False,10000,0.802
harmony_PAG_T1.10_a0.00_s3,3,harmony,PAG,1000,3.994,1.1,0.0,1.0,1.0,nearest,0.5,False,10000,0.792
harmony_PAG_T1.10_a0.00_s4,4,harmony,PAG,1000,3.994,1.1,0.0,1.0,1.0,random,0.5,False,10000,0.723
harmony_PAG_T1.10_a0.00_s4,4,harmony,PAG,1000,3.994,1.1,0.0,1.0,1.0,nearest,0.5,False,10000,0.721
harmony_PAG_T1.10_a0.30_s0,0,harmony,PAG,1000,3.994,1.1,0.3,1.0,1.0,random,0.5,False,10000,0.733
harmony_PAG_T1.10_a0.30_s0,0,harmony,PAG,1000,3.994,1.1,0.3,1.0,1.0,nearest,0.5,False,10000,0.714
harmony_PAG_T1.10_a0.30_s1,1,harmony,PAG,1000,3.994,1.1,0.3,1.0,1.0,random,0.5,False,10000,0.754
harmony_PAG_T1.10_a0.30_s1,1,harmony,PAG,1000,3.994,1.1,0.3,1.0,1.0,nearest,0.5,False,10000,0.769
harmony_PAG_T1.10_a0.30_s2,2,harmony,PAG,1000,3.994,1.1,0.3,1.0,1.0,random,0.5,False,10000,0.744
harmony_PAG_T1.10_a0.30_s2,2,harmony,PAG,1000,3.994,1.1,0.3,1.0,1.0,nearest,0.5,False,10000,0.716
harmony_PAG_T1.10_a0.30_s3,3,harmony,PAG,1000,3.994,1.1,0.3,1.0,1.0,random,0.5,False,10000,0.778
harmony_PAG_T1.10_a0.30_s3,3,harmony,PAG,1000,3.994,1.1,0.3,1.0,1.0,nearest,0.5,False,10000,0.752
